iter	Logloss
157	0.4373981457
158	0.4366220263
159	0.4357407153
160	0.4350007702
161	0.4343116168
162	0.4335847464
163	0.4327128287
164	0.431876479
165	0.4311051896
166	0.4304193751
167	0.4298311948
168	0.4291034504
169	0.4283814547
170	0.4275839196
171	0.4269270526
172	0.4261240568
173	0.4253202029
174	0.4245658329
175	0.4239521484
176	0.4232824807
177	0.4226802384
178	0.4219304803
179	0.4212404751
180	0.4205125621
181	0.419750775
182	0.4191012455
183	0.4183804572
184	0.4175993328
185	0.4167055583
186	0.4161178328
187	0.415535493
188	0.4148533071
189	0.4141636557
190	0.4133487344
191	0.412810821
192	0.4120544048
193	0.4113748291
194	0.4107808421
195	0.4100916162
196	0.4095521916
197	0.4089090223
198	0.4082169471
199	0.4075088999
200	0.4068714866
201	0.4062500545
202	0.4056044471
203	0.4050237033
204	0.4043340537
205	0.4036846863
206	0.4030794097
207	0.4024899562
208	0.4018195322
209	0.4012780868
210	0.4008156692
211	0.4002820517
212	0.3998153888
213	0.3992223444
214	0.398666022
215	0.398093538
216	0.3976079091
217	0.3975143129
218	0.3971040997
219	0.3966402365
220	0.3962393492
221	0.3957970629
222	0.3951851303
223	0.3946528082
224	0.394107294
225	0.3934245515
226	0.3927968166
227	0.3921399303
228	0.3915198822
229	0.3910335544
230	0.3904803264
231	0.3900835585
232	0.3893480355
233	0.3889564507
234	0.3883783426
235	0.3879397666
236	0.387379399
237	0.3867172712
238	0.3862044623
239	0.3857399936
240	0.3852786531
241	0.3847894272
242	0.3842930761
243	0.3837284462
244	0.3831888917
245	0.3823910087
246	0.3819161569
247	0.3813551149
248	0.381160486
249	0.3807434371
250	0.3803580709
251	0.3799722549
252	0.379685603
253	0.3793759701
254	0.378929241
255	0.3786572055
256	0.3781814338
257	0.3777829793
258	0.3774376159
259	0.3772235015
260	0.3767269594
261	0.3766491395
262	0.3762554409
263	0.3759450827
264	0.3756501133
265	0.3753850549
266	0.3750969636
267	0.3745977947
268	0.3741592464
269	0.3736749556
270	0.3733818105
271	0.3731476326
272	0.3726771424
273	0.3720993835
274	0.3719607774
275	0.3713758816
276	0.3712030958
277	0.3705580847
278	0.3701086476
279	0.3696918244
280	0.3693017248
281	0.3689707318
282	0.3685455555
283	0.3681203215
284	0.3678309826
285	0.3674885144
286	0.3670768381
287	0.36667306
288	0.3662442005
289	0.3657552682
290	0.3652667856
291	0.3647753173
292	0.3646113618
293	0.3642206103
294	0.3641403665
295	0.3638391273
296	0.3634227147
297	0.3630664121
298	0.3625375744
299	0.3624116539
300	0.3620864431
301	0.3617269398
302	0.3616561587
303	0.3610767513
304	0.3607149538
305	0.3602478373
306	0.3598089445
307	0.3592483263
308	0.3592171983
309	0.358831051
310	0.3584879237
311	0.358212365
312	0.3578588886
313	0.3577139758
314	0.3571012268
315	0.3567866563
316	0.3566529835
317	0.3563160652
318	0.3560809963
319	0.3558481719
320	0.3554479473
321	0.3551029691
322	0.3547730556
323	0.354477866
324	0.3541075952
325	0.3539988525
326	0.3537736757
327	0.3535506388
328	0.3532656709
329	0.3530395998
330	0.3528433872
331	0.3525025682
332	0.3521030986
333	0.3518889626
334	0.3517304214
335	0.3513074045
336	0.3511560062
337	0.3507978081
338	0.3504156117
339	0.3502932048
340	0.3499429715
341	0.3497487838
342	0.3493453082
343	0.3492067768
344	0.3489684601
345	0.3484133674
346	0.3479973333
347	0.3475577602
348	0.347353526
349	0.3469473128
350	0.346568688
351	0.3459057455
352	0.3455223092
353	0.3451313602
354	0.3447897094
355	0.3444372844
356	0.3442527961
357	0.3438527306
358	0.3434788005
359	0.3431558387
360	0.3429346451
361	0.3427434352
362	0.3424267297
363	0.3421604192
364	0.3417361262
365	0.3414789129
366	0.3412789653
367	0.3410806658
368	0.3407685054
369	0.3405003309
370	0.3401118545
371	0.3399365786
372	0.3395616857
373	0.3392944336
374	0.3388330271
375	0.3384504228
376	0.3382461386
377	0.3378072534
378	0.3376372181
379	0.3372404301
380	0.3370262795
381	0.3367583191
382	0.3365631346
383	0.3360104458
384	0.3356004483
385	0.3353493184
386	0.3352312445
387	0.3351944502
388	0.3347985369
389	0.3345334288
390	0.3341872637
391	0.3338990487
392	0.3337704352
393	0.3334037033
394	0.3332547447
395	0.3329493225
396	0.3329136154
397	0.3328634889
398	0.3324515329
399	0.3322045837
400	0.3320952748
401	0.3318471955
402	0.3314473188
403	0.3309911834
404	0.3305695784
405	0.3304352276
406	0.3302545632
407	0.3299334784
408	0.3298216048
409	0.329635519
410	0.3294327285
411	0.3290763467
412	0.3289349711
413	0.3287230704
414	0.3285085693
415	0.328477272
416	0.32821937
417	0.3278612953
418	0.3275679116
419	0.3273239967
420	0.3271340738
421	0.3269671662
422	0.3268548472
423	0.3266687528
424	0.326538168
425	0.3263125083
426	0.3262255183
427	0.3259054671
428	0.3257507624
429	0.3256101729
430	0.3254544835
431	0.3253176699
432	0.325164552
433	0.3250190993
434	0.324932451
435	0.3247033074
436	0.3244553306
437	0.3243115421
438	0.3240539393
439	0.3238007575
440	0.3235740199
441	0.3234231155
442	0.3232965834
443	0.3230090476
444	0.3227023136
445	0.3223123743
446	0.322008359
447	0.3219519836
448	0.3215933816
449	0.3213905923
450	0.3211204673
451	0.3208568136
452	0.3207327318
453	0.3204062776
454	0.3199091223
455	0.3197431526
456	0.319491317
457	0.3194062817
458	0.3192919169
459	0.3192133077
460	0.3189736745
461	0.3186377428
462	0.3184632493
463	0.3182847682
464	0.3179322862
465	0.3177710301
466	0.3177368395
467	0.3176271233
468	0.317340209
469	0.3171157525
470	0.31692742
471	0.3167560508
472	0.3165326512
473	0.3164169887
474	0.3161842074
475	0.3160629003
476	0.3160276595
477	0.3158461744
478	0.3156771302
479	0.3154714539
480	0.3151841735
481	0.3148678431
482	0.3147332299
483	0.3145261887
484	0.3144690331
485	0.3142365991
486	0.3140382815
487	0.3139391591
488	0.313763703
489	0.3135642084
490	0.3132705968
491	0.3131875878
492	0.3131007986
493	0.3129301014
494	0.3127195213
495	0.3124132325
496	0.3121284681
497	0.311904566
498	0.3116459707
499	0.3114132581
500	0.3112032046
501	0.3111516063
502	0.3108794264
503	0.3106550788
504	0.3105337948
505	0.3103212442
506	0.3098568575
507	0.3097684478
508	0.3094388732
509	0.3093025684
510	0.3091703093
511	0.3090107225
512	0.3088863637
513	0.3086974825
514	0.3083855191
515	0.3081249727
516	0.3079122392
517	0.3077550542
518	0.3075598727
519	0.3072509775
520	0.3071533401
521	0.3069380889
522	0.3068398643
523	0.3065685807
524	0.306537956
525	0.3063921692
526	0.3062672989
527	0.3060378402
528	0.3058928256
529	0.3057194287
530	0.3056008247
531	0.3053804055
532	0.3052802804
533	0.3051522431
534	0.3050151602
535	0.3048941289
536	0.3047359184
537	0.3045496634
538	0.304203465
539	0.3040597441
540	0.3037839316
541	0.3036402146
542	0.3034860753
543	0.3033172068
544	0.3031575684
545	0.302919793
546	0.3027487582
547	0.3025606762
548	0.30248943
549	0.3022297174
550	0.3020931344
551	0.3018946381
552	0.3017689104
553	0.3016299991
554	0.3015602217
555	0.3013739355
556	0.3012988135
557	0.3012454199
558	0.301078858
559	0.301002044
560	0.3008314969
561	0.3007322013
562	0.3005961391
563	0.300366044
564	0.3001018891
565	0.3000166407
566	0.2999132208
567	0.2997656329
568	0.2996718527
569	0.2995113731
570	0.2993993666
571	0.2993362801
572	0.299189138
573	0.2990177609
574	0.2988156724
575	0.298645049
576	0.2984170976
577	0.2982232107
578	0.2980391372
579	0.2978610561
580	0.2976800423
581	0.2975675931
582	0.2971884327
583	0.2970113252
584	0.2968026228
585	0.2967406013
586	0.2966143893
587	0.2964841478
588	0.2962736884
589	0.2960210791
590	0.2958166018
591	0.2956750274
592	0.2955752637
593	0.2953549331
594	0.2951454418
595	0.2950149863
596	0.2949096431
597	0.2945701257
598	0.2945006776
599	0.2944330171
600	0.2942760206
601	0.2940004681
602	0.2938221201
603	0.2937569003
604	0.2935102176
605	0.2934111057
606	0.2931080695
607	0.2927480588
608	0.2925544389
609	0.2924162391
610	0.2921912647
611	0.2919464702
612	0.2917532036
613	0.2916775074
614	0.2914787667
615	0.2912694746
616	0.2911849344
617	0.2910373606
618	0.2907521943
619	0.2905448464
620	0.2903089948
621	0.2902320398
622	0.2900258689
623	0.2899516558
624	0.2897751535
625	0.2896105435
626	0.2894643194
627	0.2893543622
628	0.289184551
629	0.2891029296
630	0.2890203867
631	0.2888654225
632	0.2888152631
633	0.2886461793
634	0.2884445558
635	0.2883640716
636	0.2883377271
637	0.2881924533
638	0.2879498565
639	0.2879439142
640	0.2877444198
641	0.2876076528
642	0.2874685923
643	0.2873834579
644	0.2871256939
645	0.2869698335
646	0.2867165224
647	0.2865275713
648	0.2863419506
649	0.286264514
650	0.2861435038
651	0.2861175776
652	0.2858821106
653	0.2858362527
654	0.285765711
655	0.2854142498
656	0.285336024
657	0.2852585963
658	0.2850530072
659	0.2849426017
660	0.2848311711
661	0.2847413532
662	0.2845471508
663	0.2842665726
664	0.2841471375
665	0.2840884597
666	0.2839245915
667	0.2839065571
668	0.28372324
669	0.283586256
670	0.283466953
671	0.2834072715
672	0.283391308
673	0.2830556878
674	0.2829887622
675	0.2829533478
676	0.282835019
677	0.2827422869
678	0.2826412236
679	0.2825875527
680	0.2824741919
681	0.2823584148
682	0.2823050819
683	0.2822071733
684	0.2821505008
685	0.2819982665
686	0.2817796336
687	0.281627873
688	0.2814964417
689	0.2814361207
690	0.2812958685
691	0.2811686893
692	0.2809128957
693	0.280665714
694	0.2805725774
695	0.2804191524
696	0.2803227096
697	0.2801078531
698	0.2800520737
699	0.2799044931
700	0.2798137377
701	0.2797138676
702	0.279617406
703	0.2795936305
704	0.2793889737
705	0.2792962056
706	0.2792293885
707	0.2791061031
708	0.2789835163
709	0.2788707204
710	0.278641131
711	0.278454688
712	0.2782976267
713	0.2781479457
714	0.2780109595
715	0.2778822648
716	0.2778306408
717	0.2776644582
718	0.2775620883
719	0.2774135851
720	0.2772046788
721	0.277134197
722	0.2770604708
723	0.2768729331
724	0.2767887378
725	0.2767069473
726	0.2765662159
727	0.2764742184
728	0.2763732347
729	0.2763182915
730	0.2762238805
731	0.2761062713
732	0.27597467
733	0.2759228715
734	0.2758121066
735	0.2756875979
736	0.2753974498
737	0.2752965795
738	0.2752612058
739	0.2751827047
740	0.2750288474
741	0.2749659834
742	0.2748463198
743	0.2746635387
744	0.2745603579
745	0.2744485902
746	0.274329976
747	0.2742701039
748	0.2741441761
749	0.2740623938
750	0.2739429021
751	0.2736450147
752	0.2735003495
753	0.2733735661
754	0.2733057929
755	0.2731951555
756	0.2730490332
757	0.2730031458
758	0.2728611793
759	0.2727158444
760	0.272637712
761	0.2724819142
762	0.2724202289
763	0.2723237555
764	0.2721133569
765	0.2719878667
766	0.2719312941
767	0.2718431614
768	0.2717615002
769	0.2716899621
770	0.2713774332
771	0.2712416568
772	0.2710954357
773	0.2709229292
774	0.2707336808
775	0.2706174433
776	0.2705232494
777	0.2704866757
778	0.2703062225
779	0.2702128214
780	0.2699876247
781	0.2698189777
782	0.2697462003
783	0.2696978939
784	0.2696063845
785	0.2694777074
786	0.2693635221
787	0.2690425644
788	0.268961726
789	0.2689144606
790	0.2688732732
791	0.2687683836
792	0.268701545
793	0.2686294724
794	0.2685893754
795	0.2684405831
796	0.268362154
797	0.2682760547
798	0.2681978877
799	0.2681069296
800	0.2680776801
801	0.2679179724
802	0.2678160043
803	0.2676653229
804	0.2675921873
805	0.2675346778
806	0.2674477386
807	0.267370606
808	0.2672276342
809	0.2671396963
810	0.2669293693
811	0.2668619607
812	0.2667967433
813	0.2665884277
814	0.2664621007
815	0.2664395451
816	0.2662364298
817	0.2661264624
818	0.2659000053
819	0.2658045408
820	0.2656811764
821	0.265621049
822	0.2654438174
823	0.2653849613
824	0.2652281614
825	0.2651489817
826	0.2650632476
827	0.264938737
828	0.2648800172
829	0.2647992528
830	0.2646571751
831	0.2645301528
832	0.2644463072
833	0.2643099946
834	0.2642367899
835	0.2641430976
836	0.2640277147
837	0.2639200764
838	0.2637909064
839	0.263645757
840	0.2634977269
841	0.2633860058
842	0.2630142805
843	0.2627955064
844	0.262693166
845	0.2626178046
846	0.2625132505
847	0.2623775283
848	0.262138011
849	0.261976145
850	0.2618379555
851	0.2617238189
852	0.261656587
853	0.2615953523
854	0.2615128727
855	0.2614705999
856	0.2614169602
857	0.2611933544
858	0.2610447866
859	0.2609752825
860	0.2609273355
861	0.2608312084
862	0.2606296473
863	0.2605506579
864	0.2605040112
865	0.2604021284
866	0.2602411919
867	0.2601748586
868	0.2601005843
869	0.2598289765
870	0.2597491955
871	0.259700782
872	0.2594014999
873	0.2592811327
874	0.2591288728
875	0.2590549339
876	0.2589551726
877	0.2587856268
878	0.2586760496
879	0.2585146695
880	0.258495811
881	0.2583947782
882	0.2582297798
883	0.2581604648
884	0.2580694544
885	0.2578260847
886	0.2577405153
887	0.2576575547
888	0.2575252343
889	0.2574417229
890	0.2573571416
891	0.2571685441
892	0.2570841018
893	0.2570127786
894	0.2569423932
895	0.2568988171
896	0.2568544585
897	0.2567807053
898	0.2566729688
899	0.2564427127
900	0.2563383711
901	0.2563207551
902	0.2562324913
903	0.2561670324
904	0.2561063693
905	0.2560143957
906	0.2559762721
907	0.2558810389
908	0.2558794065
909	0.2557260202
910	0.2556242136
911	0.2555525551
912	0.2554685427
913	0.2553154289
914	0.2551768436
915	0.2551284986
916	0.2550006654
917	0.2548904359
918	0.2547714741
919	0.2546137235
920	0.2545139369
921	0.2544216332
922	0.2543438046
923	0.2540264257
924	0.2539845458
925	0.253844936
926	0.2537447261
927	0.253640373
928	0.2535540271
929	0.2535069172
930	0.2533865267
931	0.2532938931
932	0.253213732
933	0.2530975179
934	0.2528384123
935	0.2527304635
936	0.2526491099
937	0.2524976962
938	0.2524556086
939	0.2524071979
940	0.2523750569
941	0.2522817114
942	0.2521780097
943	0.2520838836
944	0.2519626152
945	0.2518873771
946	0.2517767202
947	0.251657589
948	0.2516211458
949	0.2515642937
950	0.2513527343
951	0.2512414475
952	0.2511599725
953	0.2510296894
954	0.2509769586
955	0.2508427977
956	0.2506695935
957	0.2505639049
958	0.2504221511
959	0.2502984072
960	0.2500358176
961	0.2499837337
962	0.2497252391
963	0.2495717878
964	0.2495058685
965	0.2494804807
966	0.2493730899
967	0.2492912235
968	0.2492411922
969	0.2491212432
970	0.2489964249
971	0.2488772501
972	0.2487725354
973	0.2487169931
974	0.2486483242
975	0.2485455303
976	0.2484397662
977	0.2483065456
978	0.2481829443
979	0.2481459794
980	0.2480305839
981	0.247719045
982	0.2477037224
983	0.2475910257
984	0.2475316609
985	0.2474277552
986	0.2473612941
987	0.2473233847
988	0.2472968522
989	0.2472478641
990	0.247200225
991	0.2471391505
992	0.2470712472
993	0.2470097828
994	0.2470094361
995	0.2468594414
996	0.2468142712
997	0.2466760712
998	0.2466038146
999	0.2465581062
